画像番号	既存DBでのカテゴリに基づく正解	質問文	画像のリンク	選択肢	回答1	回答者1ID	回答2	回答者2ID		回答1(鬼/人)	回答1の正(1)誤(0)	回答2(鬼/人)	回答2の正(1)誤(0)	正答率	二者の回答の一致(1)不一致(0)
238	人	絵の中の顔について該当するものを1つ選んで下さい	"http://codh.rois.ac.jp/pmjt/iiif/200021064/200021064_00063.tif/1028,1378,104,150/200,/0/default.jpg"	怒った鬼@笑った鬼@悲しんだ鬼@怒った人@笑った人@悲しんだ人	笑った人	1228333734	笑った人	1227956884		人	1	人	1	1	1
239	鬼	絵の中の顔について該当するものを1つ選んで下さい	"http://iiif.lib.keio.ac.jp/iipsrv/NRE/132X-200-3-2/tif/2_027.tif/2258,2386,280,299/200,/0/default.jpg"	怒った鬼@笑った鬼@悲しんだ鬼@怒った人@笑った人@悲しんだ人	笑った鬼	1228333734	笑った鬼	1227956884		鬼	1	鬼	1	1	1
240	人	絵の中の顔について該当するものを1つ選んで下さい	"http://codh.rois.ac.jp/pmjt/iiif/200003068/200003068_00029.tif/3168,2242,192,194/200,/0/default.jpg"	怒った鬼@笑った鬼@悲しんだ鬼@怒った人@笑った人@悲しんだ人	笑った人	1228333734	笑った人	1227956884		人	1	人	1	1	1
241	鬼	絵の中の顔について該当するものを1つ選んで下さい	"http://iiif.lib.keio.ac.jp/iipsrv/NRE/132X-200-3-2/tif/2_027.tif/1793,1080,311,316/200,/0/default.jpg"	怒った鬼@笑った鬼@悲しんだ鬼@怒った人@笑った人@悲しんだ人	悲しんだ人	1226376282	悲しんだ人	1229676877		人	0	人	0	0	1
242	人	絵の中の顔について該当するものを1つ選んで下さい	"http://codh.rois.ac.jp/pmjt/iiif/200021064/200021064_00059.tif/5108,1058,176,162/200,/0/default.jpg"	怒った鬼@笑った鬼@悲しんだ鬼@怒った人@笑った人@悲しんだ人	笑った人	1226376282	悲しんだ人	1229676877		人	1	人	1	1	0
243	鬼	絵の中の顔について該当するものを1つ選んで下さい	"http://iiif.lib.keio.ac.jp/iipsrv/NRE/132X-200-3-2/tif/2_029.tif/343,1795,252,271/200,/0/default.jpg"	怒った鬼@笑った鬼@悲しんだ鬼@怒った人@笑った人@悲しんだ人	笑った鬼	1226376282	笑った鬼	1229676877		鬼	1	鬼	1	1	1
244	鬼	絵の中の顔について該当するものを1つ選んで下さい	https://www.nichibun.ac.jp/YoukaiGazou/thumbnail/U426_nichibunken_0431_0008_0001.jpg	怒った鬼@笑った鬼@悲しんだ鬼@怒った人@笑った人@悲しんだ人	笑った鬼	1226376282	笑った鬼	1229676877		鬼	1	鬼	1	1	1
245	鬼	絵の中の顔について該当するものを1つ選んで下さい	"http://iiif.lib.keio.ac.jp/iipsrv/NRE/132X-200-3-2/tif/2_029.tif/74,2489,270,247/200,/0/default.jpg"	怒った鬼@笑った鬼@悲しんだ鬼@怒った人@笑った人@悲しんだ人	悲しんだ鬼	1226376282	悲しんだ人	1229676877		鬼	1	人	0	0.5	0
246	人	絵の中の顔について該当するものを1つ選んで下さい	"http://codh.rois.ac.jp/pmjt/iiif/200019742/200019742_00016.tif/2170,2160,408,408/256,256/0/default.jpg"	怒った鬼@笑った鬼@悲しんだ鬼@怒った人@笑った人@悲しんだ人	悲しんだ人	1226376282	悲しんだ人	1229676877		人	1	人	1	1	1
247	鬼	絵の中の顔について該当するものを1つ選んで下さい	"http://iiif.lib.keio.ac.jp/iipsrv/NRE/132X-200-3-2/tif/2_029.tif/1457,2324,279,328/200,/0/default.jpg"	怒った鬼@笑った鬼@悲しんだ鬼@怒った人@笑った人@悲しんだ人	悲しんだ鬼	1226376282	悲しんだ人	1229676877		鬼	1	人	0	0.5	0
248	人	絵の中の顔について該当するものを1つ選んで下さい	"http://codh.rois.ac.jp/pmjt/iiif/200021064/200021064_00046.tif/2108,732,146,148/200,/0/default.jpg"	怒った鬼@笑った鬼@悲しんだ鬼@怒った人@笑った人@悲しんだ人	笑った人	1226376282	笑った人	1229676877		人	1	人	1	1	1
249	鬼	絵の中の顔について該当するものを1つ選んで下さい	"http://iiif.lib.keio.ac.jp/iipsrv/NRE/132X-200-3-2/tif/2_029.tif/1885,2108,289,236/200,/0/default.jpg"	怒った鬼@笑った鬼@悲しんだ鬼@怒った人@笑った人@悲しんだ人	悲しんだ鬼	1226376282	笑った人	1229676877		鬼	1	人	0	0.5	0
250	人	絵の中の顔について該当するものを1つ選んで下さい	"http://codh.rois.ac.jp/pmjt/iiif/200019742/200019742_00016.tif/1587,2937,409,409/256,256/0/default.jpg"	怒った鬼@笑った鬼@悲しんだ鬼@怒った人@笑った人@悲しんだ人	笑った人	1226376282	笑った人	1229676877		人	1	人	1	1	1
251	鬼	絵の中の顔について該当するものを1つ選んで下さい	"http://iiif.lib.keio.ac.jp/iipsrv/NRE/132X-200-3-2/tif/2_029.tif/2255,2244,293,266/200,/0/default.jpg"	怒った鬼@笑った鬼@悲しんだ鬼@怒った人@笑った人@悲しんだ人	悲しんだ鬼	1228842944	悲しんだ鬼	1230790462		鬼	1	鬼	1	1	1
252	人	絵の中の顔について該当するものを1つ選んで下さい	"http://codh.rois.ac.jp/pmjt/iiif/200019742/200019742_00018.tif/1769,2226,238,238/256,256/0/default.jpg"	怒った鬼@笑った鬼@悲しんだ鬼@怒った人@笑った人@悲しんだ人	笑った人	1228842944	笑った人	1230790462		人	1	人	1	1	1
253	鬼	絵の中の顔について該当するものを1つ選んで下さい	"http://iiif.lib.keio.ac.jp/iipsrv/NRE/132X-200-3-2/tif/2_029.tif/426,923,178,237/200,/0/default.jpg"	怒った鬼@笑った鬼@悲しんだ鬼@怒った人@笑った人@悲しんだ人	悲しんだ人	1228842944	悲しんだ人	1230790462		人	0	人	0	0	1
254	人	絵の中の顔について該当するものを1つ選んで下さい	"http://codh.rois.ac.jp/pmjt/iiif/200021064/200021064_00046.tif/1715,682,146,148/200,/0/default.jpg"	怒った鬼@笑った鬼@悲しんだ鬼@怒った人@笑った人@悲しんだ人	笑った人	1228842944	笑った人	1230790462		人	1	人	1	1	1
255	鬼	絵の中の顔について該当するものを1つ選んで下さい	"http://iiif.lib.keio.ac.jp/iipsrv/NRE/132X-200-3-2/tif/2_029.tif/1203,606,177,218/200,/0/default.jpg"	怒った鬼@笑った鬼@悲しんだ鬼@怒った人@笑った人@悲しんだ人	怒った人	1228842944	悲しんだ人	1230790462		人	0	人	0	0	0
256	人	絵の中の顔について該当するものを1つ選んで下さい	"http://codh.rois.ac.jp/pmjt/iiif/200019742/200019742_00018.tif/1445,2529,339,339/256,256/0/default.jpg"	怒った鬼@笑った鬼@悲しんだ鬼@怒った人@笑った人@悲しんだ人	悲しんだ人	1228842944	笑った人	1230790462		人	1	人	1	1	0
257	鬼	絵の中の顔について該当するものを1つ選んで下さい	"http://iiif.lib.keio.ac.jp/iipsrv/NRE/132X-200-3-2/tif/2_029.tif/971,1571,335,330/200,/0/default.jpg"	怒った鬼@笑った鬼@悲しんだ鬼@怒った人@笑った人@悲しんだ人	笑った鬼	1228842944	怒った鬼	1230790462		鬼	1	鬼	1	1	0
258	人	絵の中の顔について該当するものを1つ選んで下さい	"http://codh.rois.ac.jp/pmjt/iiif/200021064/200021064_00015.tif/2604,1263,132,145/200,/0/default.jpg"	怒った鬼@笑った鬼@悲しんだ鬼@怒った人@笑った人@悲しんだ人	笑った人	1228842944	悲しんだ人	1230790462		人	1	人	1	1	0
259	鬼	絵の中の顔について該当するものを1つ選んで下さい	"http://iiif.lib.keio.ac.jp/iipsrv/NRE/132X-200-3-2/tif/2_030.tif/2073,1400,433,266/200,/0/default.jpg"	怒った鬼@笑った鬼@悲しんだ鬼@怒った人@笑った人@悲しんだ人	悲しんだ鬼	1228842944	怒った鬼	1230790462		鬼	1	鬼	1	1	0
260	人	絵の中の顔について該当するものを1つ選んで下さい	"http://codh.rois.ac.jp/pmjt/iiif/200019742/200019742_00020.tif/3121,2899,355,355/256,256/0/default.jpg"	怒った鬼@笑った鬼@悲しんだ鬼@怒った人@笑った人@悲しんだ人	怒った人	1228842944	悲しんだ人	1230790462		人	1	人	1	1	0
261	鬼	絵の中の顔について該当するものを1つ選んで下さい	"http://iiif.lib.keio.ac.jp/iipsrv/NRE/132X-200-3-2/tif/2_030.tif/1395,1903,381,245/200,/0/default.jpg"	怒った鬼@笑った鬼@悲しんだ鬼@怒った人@笑った人@悲しんだ人	怒った鬼	1229150412	怒った鬼	1226291007		鬼	1	鬼	1	1	1
262	人	絵の中の顔について該当するものを1つ選んで下さい	"http://codh.rois.ac.jp/pmjt/iiif/200003068/200003068_00042.tif/928,1449,196,184/200,/0/default.jpg"	怒った鬼@笑った鬼@悲しんだ鬼@怒った人@笑った人@悲しんだ人	笑った人	1229150412	笑った人	1226291007		人	1	人	1	1	1
263	鬼	絵の中の顔について該当するものを1つ選んで下さい	"http://iiif.lib.keio.ac.jp/iipsrv/NRE/132X-200-3-2/tif/2_030.tif/474,1225,266,329/200,/0/default.jpg"	怒った鬼@笑った鬼@悲しんだ鬼@怒った人@笑った人@悲しんだ人	怒った鬼	1229150412	笑った鬼	1226291007		鬼	1	鬼	1	1	0
264	人	絵の中の顔について該当するものを1つ選んで下さい	"http://codh.rois.ac.jp/pmjt/iiif/200021064/200021064_00015.tif/2049,1154,144,154/200,/0/default.jpg"	怒った鬼@笑った鬼@悲しんだ鬼@怒った人@笑った人@悲しんだ人	笑った人	1229150412	怒った人	1226291007		人	1	人	1	1	0
265	鬼	絵の中の顔について該当するものを1つ選んで下さい	"http://iiif.lib.keio.ac.jp/iipsrv/NRE/132X-200-3-2/tif/2_030.tif/3312,2108,287,232/200,/0/default.jpg"	怒った鬼@笑った鬼@悲しんだ鬼@怒った人@笑った人@悲しんだ人	怒った鬼	1229150412	悲しんだ鬼	1226291007		鬼	1	鬼	1	1	0
266	人	絵の中の顔について該当するものを1つ選んで下さい	"http://codh.rois.ac.jp/pmjt/iiif/200019742/200019742_00022.tif/4274,3909,363,363/256,256/0/default.jpg"	怒った鬼@笑った鬼@悲しんだ鬼@怒った人@笑った人@悲しんだ人	笑った人	1229150412	笑った人	1226291007		人	1	人	1	1	1
267	鬼	絵の中の顔について該当するものを1つ選んで下さい	"http://iiif.lib.keio.ac.jp/iipsrv/NRE/132X-70-3-2/tif/2_032.tif/3492,972,340,330/200,/0/default.jpg"	怒った鬼@笑った鬼@悲しんだ鬼@怒った人@笑った人@悲しんだ人	怒った鬼	1229150412	笑った鬼	1226291007		鬼	1	鬼	1	1	0
268	人	絵の中の顔について該当するものを1つ選んで下さい	"http://codh.rois.ac.jp/pmjt/iiif/200019742/200019742_00022.tif/4928,4140,415,415/256,256/0/default.jpg"	怒った鬼@笑った鬼@悲しんだ鬼@怒った人@笑った人@悲しんだ人	怒った人	1229150412	怒った人	1226291007		人	1	人	1	1	1
269	鬼	絵の中の顔について該当するものを1つ選んで下さい	"http://iiif.lib.keio.ac.jp/iipsrv/NRE/132X-70-3-2/tif/2_032.tif/3828,793,328,293/200,/0/default.jpg"	怒った鬼@笑った鬼@悲しんだ鬼@怒った人@笑った人@悲しんだ人	笑った鬼	1229150412	笑った鬼	1226291007		鬼	1	鬼	1	1	1
270	人	絵の中の顔について該当するものを1つ選んで下さい	"http://codh.rois.ac.jp/pmjt/iiif/200021064/200021064_00015.tif/2276,1044,159,140/200,/0/default.jpg"	怒った鬼@笑った鬼@悲しんだ鬼@怒った人@笑った人@悲しんだ人	悲しんだ人	1229150412	悲しんだ人	1226291007		人	1	人	1	1	1
271	鬼	絵の中の顔について該当するものを1つ選んで下さい	"http://iiif.lib.keio.ac.jp/iipsrv/NRE/132X-70-3-2/tif/2_032.tif/4298,1170,302,254/200,/0/default.jpg"	怒った鬼@笑った鬼@悲しんだ鬼@怒った人@笑った人@悲しんだ人	悲しんだ鬼	1227499189	笑った鬼	1229161156		鬼	1	鬼	1	1	0
272	人	絵の中の顔について該当するものを1つ選んで下さい	"http://codh.rois.ac.jp/pmjt/iiif/200019742/200019742_00024.tif/2506,3772,484,484/256,256/0/default.jpg"	怒った鬼@笑った鬼@悲しんだ鬼@怒った人@笑った人@悲しんだ人	悲しんだ人	1227499189	笑った人	1229161156		人	1	人	1	1	0
273	鬼	絵の中の顔について該当するものを1つ選んで下さい	"http://iiif.lib.keio.ac.jp/iipsrv/NRE/132X-70-3-2/tif/2_032.tif/3989,1435,425,239/200,/0/default.jpg"	怒った鬼@笑った鬼@悲しんだ鬼@怒った人@笑った人@悲しんだ人	怒った鬼	1227499189	悲しんだ鬼	1229161156		鬼	1	鬼	1	1	0
274	人	絵の中の顔について該当するものを1つ選んで下さい	"http://codh.rois.ac.jp/pmjt/iiif/200021064/200021064_00015.tif/4451,533,160,145/200,/0/default.jpg"	怒った鬼@笑った鬼@悲しんだ鬼@怒った人@笑った人@悲しんだ人	悲しんだ人	1227499189	悲しんだ人	1229161156		人	1	人	1	1	1
275	鬼	絵の中の顔について該当するものを1つ選んで下さい	"http://iiif.lib.keio.ac.jp/iipsrv/NRE/132X-70-3-2/tif/2_032.tif/4648,1628,384,326/200,/0/default.jpg"	怒った鬼@笑った鬼@悲しんだ鬼@怒った人@笑った人@悲しんだ人	悲しんだ鬼	1227499189	怒った鬼	1229161156		鬼	1	鬼	1	1	0
276	人	絵の中の顔について該当するものを1つ選んで下さい	"http://codh.rois.ac.jp/pmjt/iiif/200019742/200019742_00024.tif/3673,3550,438,438/256,256/0/default.jpg"	怒った鬼@笑った鬼@悲しんだ鬼@怒った人@笑った人@悲しんだ人	怒った人	1227499189	笑った人	1229161156		人	1	人	1	1	0
277	鬼	絵の中の顔について該当するものを1つ選んで下さい	"http://iiif.lib.keio.ac.jp/iipsrv/NRE/132X-70-3-2/tif/2_032.tif/2601,1768,395,258/200,/0/default.jpg"	怒った鬼@笑った鬼@悲しんだ鬼@怒った人@笑った人@悲しんだ人	怒った鬼	1227499189	怒った鬼	1229161156		鬼	1	鬼	1	1	1
278	人	絵の中の顔について該当するものを1つ選んで下さい	"http://codh.rois.ac.jp/pmjt/iiif/200021064/200021064_00015.tif/2954,564,174,144/200,/0/default.jpg"	怒った鬼@笑った鬼@悲しんだ鬼@怒った人@笑った人@悲しんだ人	怒った人	1227499189	悲しんだ人	1229161156		人	1	人	1	1	0
279	鬼	絵の中の顔について該当するものを1つ選んで下さい	"http://iiif.lib.keio.ac.jp/iipsrv/NRE/132X-70-3-2/tif/2_032.tif/2196,1439,414,303/200,/0/default.jpg"	怒った鬼@笑った鬼@悲しんだ鬼@怒った人@笑った人@悲しんだ人	笑った鬼	1227499189	笑った鬼	1229161156		鬼	1	鬼	1	1	1
280	人	絵の中の顔について該当するものを1つ選んで下さい	"http://codh.rois.ac.jp/pmjt/iiif/200019742/200019742_00024.tif/4148,3410,268,268/256,256/0/default.jpg"	怒った鬼@笑った鬼@悲しんだ鬼@怒った人@笑った人@悲しんだ人	笑った人	1227499189	怒った人	1229161156		人	1	人	1	1	0
281	鬼	絵の中の顔について該当するものを1つ選んで下さい	"http://iiif.lib.keio.ac.jp/iipsrv/NRE/132X-70-3-2/tif/2_032.tif/1765,1374,421,318/200,/0/default.jpg"	怒った鬼@笑った鬼@悲しんだ鬼@怒った人@笑った人@悲しんだ人	怒った鬼	1230486758	悲しんだ鬼	1225628922		鬼	1	鬼	1	1	0
282	人	絵の中の顔について該当するものを1つ選んで下さい	"http://codh.rois.ac.jp/pmjt/iiif/200021075/200021075_00023.tif/1211,915,217,194/200,/0/default.jpg"	怒った鬼@笑った鬼@悲しんだ鬼@怒った人@笑った人@悲しんだ人	笑った人	1230486758	笑った人	1225628922		人	1	人	1	1	1
283	鬼	絵の中の顔について該当するものを1つ選んで下さい	"http://iiif.lib.keio.ac.jp/iipsrv/NRE/132X-70-3-2/tif/2_032.tif/1870,1719,360,231/200,/0/default.jpg"	怒った鬼@笑った鬼@悲しんだ鬼@怒った人@笑った人@悲しんだ人	笑った鬼	1230486758	笑った鬼	1225628922		鬼	1	鬼	1	1	1
284	人	絵の中の顔について該当するものを1つ選んで下さい	"http://codh.rois.ac.jp/pmjt/iiif/200021064/200021064_00007.tif/2628,1140,136,120/200,/0/default.jpg"	怒った鬼@笑った鬼@悲しんだ鬼@怒った人@笑った人@悲しんだ人	悲しんだ人	1230486758	悲しんだ人	1225628922		人	1	人	1	1	1
285	鬼	絵の中の顔について該当するものを1つ選んで下さい	"http://iiif.lib.keio.ac.jp/iipsrv/NRE/132X-70-3-2/tif/2_032.tif/1374,1771,404,255/200,/0/default.jpg"	怒った鬼@笑った鬼@悲しんだ鬼@怒った人@笑った人@悲しんだ人	笑った鬼	1230486758	怒った鬼	1225628922		鬼	1	鬼	1	1	0
286	人	絵の中の顔について該当するものを1つ選んで下さい	"http://codh.rois.ac.jp/pmjt/iiif/200019742/200019742_00024.tif/4506,3637,414,414/256,256/0/default.jpg"	怒った鬼@笑った鬼@悲しんだ鬼@怒った人@笑った人@悲しんだ人	笑った人	1230486758	笑った人	1225628922		人	1	人	1	1	1
287	鬼	絵の中の顔について該当するものを1つ選んで下さい	"http://iiif.lib.keio.ac.jp/iipsrv/NRE/132X-70-3-2/tif/2_032.tif/67,1156,296,252/200,/0/default.jpg"	怒った鬼@笑った鬼@悲しんだ鬼@怒った人@笑った人@悲しんだ人	笑った鬼	1230486758	笑った鬼	1225628922		鬼	1	鬼	1	1	1
288	人	絵の中の顔について該当するものを1つ選んで下さい	"http://codh.rois.ac.jp/pmjt/iiif/200019742/200019742_00024.tif/4926,3328,432,432/256,256/0/default.jpg"	怒った鬼@笑った鬼@悲しんだ鬼@怒った人@笑った人@悲しんだ人	悲しんだ人	1230486758	怒った人	1225628922		人	1	人	1	1	0
289	鬼	絵の中の顔について該当するものを1つ選んで下さい	"http://iiif.lib.keio.ac.jp/iipsrv/NRE/132X-70-3-2/tif/2_033.tif/1959,1472,255,246/200,/0/default.jpg"	怒った鬼@笑った鬼@悲しんだ鬼@怒った人@笑った人@悲しんだ人	笑った鬼	1230486758	笑った鬼	1225628922		鬼	1	鬼	1	1	1
290	人	絵の中の顔について該当するものを1つ選んで下さい	"http://codh.rois.ac.jp/pmjt/iiif/200021064/200021064_00007.tif/2792,1196,136,120/200,/0/default.jpg"	怒った鬼@笑った鬼@悲しんだ鬼@怒った人@笑った人@悲しんだ人	悲しんだ人	1230486758	悲しんだ人	1225628922		人	1	人	1	1	1
291	鬼	絵の中の顔について該当するものを1つ選んで下さい	"http://iiif.lib.keio.ac.jp/iipsrv/NRE/132X-70-3-2/tif/2_033.tif/1891,542,235,275/200,/0/default.jpg"	怒った鬼@笑った鬼@悲しんだ鬼@怒った人@笑った人@悲しんだ人	怒った人	1230053424	怒った人	1230687146		人	0	人	0	0	1
292	人	絵の中の顔について該当するものを1つ選んで下さい	"http://codh.rois.ac.jp/pmjt/iiif/200019742/200019742_00024.tif/4832,3952,432,432/256,256/0/default.jpg"	怒った鬼@笑った鬼@悲しんだ鬼@怒った人@笑った人@悲しんだ人	笑った人	1230053424	笑った人	1230687146		人	1	人	1	1	1
293	鬼	絵の中の顔について該当するものを1つ選んで下さい	"http://iiif.lib.keio.ac.jp/iipsrv/NRE/132X-70-3-2/tif/2_033.tif/2205,1744,334,232/200,/0/default.jpg"	怒った鬼@笑った鬼@悲しんだ鬼@怒った人@笑った人@悲しんだ人	怒った鬼	1230053424	笑った鬼	1230687146		鬼	1	鬼	1	1	0
294	人	絵の中の顔について該当するものを1つ選んで下さい	"http://codh.rois.ac.jp/pmjt/iiif/200021064/200021064_00007.tif/2676,792,136,120/200,/0/default.jpg"	怒った鬼@笑った鬼@悲しんだ鬼@怒った人@笑った人@悲しんだ人	笑った人	1230053424	悲しんだ人	1230687146		人	1	人	1	1	0
295	鬼	絵の中の顔について該当するものを1つ選んで下さい	"http://iiif.lib.keio.ac.jp/iipsrv/NRE/132X-70-3-2/tif/2_035.tif/2143,1724,321,250/200,/0/default.jpg"	怒った鬼@笑った鬼@悲しんだ鬼@怒った人@笑った人@悲しんだ人	悲しんだ鬼	1230053424	悲しんだ鬼	1230687146		鬼	1	鬼	1	1	1
296	人	絵の中の顔について該当するものを1つ選んで下さい	"http://codh.rois.ac.jp/pmjt/iiif/200019742/200019742_00024.tif/2512,3768,488,488/256,256/0/default.jpg"	怒った鬼@笑った鬼@悲しんだ鬼@怒った人@笑った人@悲しんだ人	悲しんだ人	1230053424	笑った人	1230687146		人	1	人	1	1	0
297	鬼	絵の中の顔について該当するものを1つ選んで下さい	"http://iiif.lib.keio.ac.jp/iipsrv/NRE/132X-70-3-2/tif/2_035.tif/1600,1752,328,246/200,/0/default.jpg"	怒った鬼@笑った鬼@悲しんだ鬼@怒った人@笑った人@悲しんだ人	笑った鬼	1230053424	笑った鬼	1230687146		鬼	1	鬼	1	1	1
298	人	絵の中の顔について該当するものを1つ選んで下さい	"http://codh.rois.ac.jp/pmjt/iiif/200021064/200021064_00007.tif/3135,734,136,120/200,/0/default.jpg"	怒った鬼@笑った鬼@悲しんだ鬼@怒った人@笑った人@悲しんだ人	悲しんだ人	1230053424	笑った人	1230687146		人	1	人	1	1	0
299	鬼	絵の中の顔について該当するものを1つ選んで下さい	"http://iiif.lib.keio.ac.jp/iipsrv/NRE/132X-70-3-2/tif/2_035.tif/1068,1603,290,313/200,/0/default.jpg"	怒った鬼@笑った鬼@悲しんだ鬼@怒った人@笑った人@悲しんだ人	笑った鬼	1230053424	怒った鬼	1230687146		鬼	1	鬼	1	1	0
300	人	絵の中の顔について該当するものを1つ選んで下さい	"http://codh.rois.ac.jp/pmjt/iiif/200019742/200019742_00028.tif/4427,2317,410,410/256,256/0/default.jpg"	怒った鬼@笑った鬼@悲しんだ鬼@怒った人@笑った人@悲しんだ人	怒った人	1230053424	悲しんだ人	1230687146		人	1	人	1	1	0
301	鬼	絵の中の顔について該当するものを1つ選んで下さい	"http://iiif.lib.keio.ac.jp/iipsrv/NRE/132X-70-3-2/tif/2_035.tif/2682,622,248,276/200,/0/default.jpg"	怒った鬼@笑った鬼@悲しんだ鬼@怒った人@笑った人@悲しんだ人	笑った人	1225113860	怒った人	1231424954		人	0	人	0	0	0
302	人	絵の中の顔について該当するものを1つ選んで下さい	"http://codh.rois.ac.jp/pmjt/iiif/200021075/200021075_00023.tif/1547,828,217,194/200,/0/default.jpg"	怒った鬼@笑った鬼@悲しんだ鬼@怒った人@笑った人@悲しんだ人	笑った人	1225113860	笑った人	1231424954		人	1	人	1	1	1
303	鬼	絵の中の顔について該当するものを1つ選んで下さい	"http://iiif.lib.keio.ac.jp/iipsrv/NRE/132X-70-3-2/tif/2_036.tif/2348,1574,326,304/200,/0/default.jpg"	怒った鬼@笑った鬼@悲しんだ鬼@怒った人@笑った人@悲しんだ人	笑った鬼	1225113860	悲しんだ鬼	1231424954		鬼	1	鬼	1	1	0
304	人	絵の中の顔について該当するものを1つ選んで下さい	"https://rmda.kulib.kyoto-u.ac.jp/iiif/RB00013179/01/RB00013179_00029_0.ptif/2144,774,90,92/200,/0/default.jpg"	怒った鬼@笑った鬼@悲しんだ鬼@怒った人@笑った人@悲しんだ人	笑った鬼	1225113860	笑った人	1231424954		鬼	0	人	1	0.5	0
305	鬼	絵の中の顔について該当するものを1つ選んで下さい	"http://iiif.lib.keio.ac.jp/iipsrv/NRE/132X-70-3-2/tif/2_036.tif/1438,1472,194,254/200,/0/default.jpg"	怒った鬼@笑った鬼@悲しんだ鬼@怒った人@笑った人@悲しんだ人	悲しんだ鬼	1225113860	悲しんだ鬼	1231424954		鬼	1	鬼	1	1	1
306	人	絵の中の顔について該当するものを1つ選んで下さい	"http://codh.rois.ac.jp/pmjt/iiif/200019742/200019742_00030.tif/3237,2806,370,370/256,256/0/default.jpg"	怒った鬼@笑った鬼@悲しんだ鬼@怒った人@笑った人@悲しんだ人	悲しんだ人	1225113860	笑った人	1231424954		人	1	人	1	1	0
307	鬼	絵の中の顔について該当するものを1つ選んで下さい	"http://iiif.lib.keio.ac.jp/iipsrv/NRE/132X-70-3-2/tif/2_036.tif/1783,1545,255,227/200,/0/default.jpg"	怒った鬼@笑った鬼@悲しんだ鬼@怒った人@笑った人@悲しんだ人	怒った鬼	1225113860	笑った鬼	1231424954		鬼	1	鬼	1	1	0
308	人	絵の中の顔について該当するものを1つ選んで下さい	"https://rmda.kulib.kyoto-u.ac.jp/iiif/RB00013179/01/RB00013179_00025_0.ptif/2243,770,78,84/200,/0/default.jpg"	怒った鬼@笑った鬼@悲しんだ鬼@怒った人@笑った人@悲しんだ人	怒った人	1225113860	笑った人	1231424954		人	1	人	1	1	0
309	鬼	絵の中の顔について該当するものを1つ選んで下さい	"http://iiif.lib.keio.ac.jp/iipsrv/NRE/132X-70-3-2/tif/2_036.tif/1359,949,272,256/200,/0/default.jpg"	怒った鬼@笑った鬼@悲しんだ鬼@怒った人@笑った人@悲しんだ人	笑った鬼	1225113860	悲しんだ鬼	1231424954		鬼	1	鬼	1	1	0
310	人	絵の中の顔について該当するものを1つ選んで下さい	"http://codh.rois.ac.jp/pmjt/iiif/200019742/200019742_00032.tif/3430,2944,384,384/256,256/0/default.jpg"	怒った鬼@笑った鬼@悲しんだ鬼@怒った人@笑った人@悲しんだ人	笑った人	1225113860	笑った人	1231424954		人	1	人	1	1	1
311	鬼	絵の中の顔について該当するものを1つ選んで下さい	"http://iiif.lib.keio.ac.jp/iipsrv/NRE/132X-70-3-2/tif/2_036.tif/1026,1478,274,244/200,/0/default.jpg"	怒った鬼@笑った鬼@悲しんだ鬼@怒った人@笑った人@悲しんだ人	怒った鬼	1231452649	笑った鬼	1231233256		鬼	1	鬼	1	1	0
312	人	絵の中の顔について該当するものを1つ選んで下さい	"https://rmda.kulib.kyoto-u.ac.jp/iiif/RB00013160/01/RB00013160_00025_0.ptif/2207,1679,118,128/200,/0/default.jpg"	怒った鬼@笑った鬼@悲しんだ鬼@怒った人@笑った人@悲しんだ人	悲しんだ人	1231452649	怒った鬼	1231233256		人	1	鬼	0	0.5	0
313	鬼	絵の中の顔について該当するものを1つ選んで下さい	"http://iiif.lib.keio.ac.jp/iipsrv/NRE/132X-70-3-2/tif/2_036.tif/529,1194,311,300/200,/0/default.jpg"	怒った鬼@笑った鬼@悲しんだ鬼@怒った人@笑った人@悲しんだ人	悲しんだ鬼	1231452649	笑った鬼	1231233256		鬼	1	鬼	1	1	0
314	人	絵の中の顔について該当するものを1つ選んで下さい	"http://codh.rois.ac.jp/pmjt/iiif/200019740/200019740_00010.tif/1353,1216,402,402/256,256/0/default.jpg"	怒った鬼@笑った鬼@悲しんだ鬼@怒った人@笑った人@悲しんだ人	悲しんだ人	1231452649	悲しんだ人	1231233256		人	1	人	1	1	1
315	鬼	絵の中の顔について該当するものを1つ選んで下さい	"http://iiif.lib.keio.ac.jp/iipsrv/NRE/132X-70-3-2/tif/2_036.tif/2808,1650,268,248/200,/0/default.jpg"	怒った鬼@笑った鬼@悲しんだ鬼@怒った人@笑った人@悲しんだ人	笑った鬼	1231452649	怒った鬼	1231233256		鬼	1	鬼	1	1	0
316	人	絵の中の顔について該当するものを1つ選んで下さい	"https://rmda.kulib.kyoto-u.ac.jp/iiif/RB00013162/05/RB00013162_00125_0.ptif/1131,1630,115,124/200,/0/default.jpg"	怒った鬼@笑った鬼@悲しんだ鬼@怒った人@笑った人@悲しんだ人	怒った人	1231452649	怒った人	1231233256		人	1	人	1	1	1
317	鬼	絵の中の顔について該当するものを1つ選んで下さい	"http://iiif.lib.keio.ac.jp/iipsrv/NRE/132X-200-3-3/tif/3_003.tif/219,104,1116,680/200,/0/default.jpg"	怒った鬼@笑った鬼@悲しんだ鬼@怒った人@笑った人@悲しんだ人	怒った鬼	1231452649	笑った鬼	1231233256		鬼	1	鬼	1	1	0
